league,team_0,team_1,kick_off_epoch,kick_off_timestamp,home_team,bookmaker,odds_0,odds_1,odds_2,odds_0_or,odds_1_or,odds_2_or,bookmaker_margin,stripped_0,stripped_1,stripped_2,target_0,target_1,target_2
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,1xBet,3.58,2.3,3.1,0.27932960893854747,0.4347826086956522,0.3225806451612903,1.0366928627954899,0.2694429748318343,0.41939384778172484,0.31116317738644095,3.711360448807854,2.3843935844296262,3.213747874666019
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Bet Victor,3.6,2.25,3.0,0.2777777777777778,0.4444444444444444,0.3333333333333333,1.0555555555555556,0.2631578947368421,0.42105263157894735,0.3157894736842105,3.8000000000000003,2.375,3.166666666666667
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Betfair,3.75,2.26,3.05,0.26666666666666666,0.4424778761061947,0.3278688524590164,1.0370133952318779,0.2571487194792113,0.4266848221447091,0.31616645837607954,3.8888002321195425,2.3436502732240436,3.1628908554572273
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Ladbrokes,3.3,2.15,2.8,0.30303030303030304,0.46511627906976744,0.35714285714285715,1.1252894392429276,0.2692909863565198,0.4133303511518676,0.3173786624916126,3.7134551495016606,2.419372294372294,3.150810429880197
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Betway,3.75,2.2,3.0,0.26666666666666666,0.45454545454545453,0.3333333333333333,1.0545454545454545,0.25287356321839083,0.4310344827586207,0.3160919540229885,3.954545454545454,2.32,3.1636363636363636
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Marathon Bet,3.6,2.28,3.1,0.2777777777777778,0.4385964912280702,0.3225806451612903,1.0389549141671384,0.26736268724466633,0.42215161143894686,0.3104857013163867,3.740237691001698,2.3688172043010756,3.220760233918129
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Sky Bet,4.0,2.1,3.0,0.25,0.47619047619047616,0.3333333333333333,1.0595238095238095,0.23595505617977527,0.449438202247191,0.3146067415730337,4.238095238095238,2.225,3.178571428571429
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Betfred,3.75,2.2,3.1,0.26666666666666666,0.45454545454545453,0.3225806451612903,1.0437927663734115,0.2554785540363364,0.43547480801648253,0.3090466379471811,3.914222873900293,2.296344086021505,3.235757575757576
Championship,Birmingham City,Millwall,1613588400,2021-02-17 19:00:00,Millwall,Matchbook,3.72,2.28,3.06,0.26881720430107525,0.4385964912280702,0.32679738562091504,1.0342110811500604,0.25992489270386265,0.42408798283261806,0.31598712446351934,3.8472652218782253,2.358001265022138,3.1646859083191847
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,888sport,3.9,2.02,3.2,0.25641025641025644,0.49504950495049505,0.3125,1.0639597613607514,0.240996197151592,0.4652896875699053,0.2937141152785027,4.14944306930693,2.149198717948718,3.4046712363544045
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Betclic,3.95,2.04,3.15,0.2531645569620253,0.49019607843137253,0.31746031746031744,1.0608209528537151,0.2386496574007019,0.462091248398418,0.2992590942008802,4.190242763772176,2.164074743821579,3.341586001489203
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Paddy Power,4.0,1.95,3.1,0.25,0.5128205128205129,0.3225806451612903,1.0854011579818033,0.2303295865879215,0.4724709468470185,0.29719946656505997,4.341604631927213,2.116532258064516,3.3647435897435902
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,1xBet,3.9,2.08,3.34,0.25641025641025644,0.4807692307692307,0.29940119760479045,1.0365806847842776,0.2473615997037586,0.4638029994445473,0.2888354008516942,4.042664670658682,2.1560878243512973,3.4621794871794864
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Bet Victor,3.9,2.0,3.3,0.25641025641025644,0.5,0.30303030303030304,1.0594405594405594,0.24202420242024206,0.471947194719472,0.28602860286028603,4.131818181818181,2.1188811188811187,3.496153846153846
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Betfair,4.2,2.06,3.2,0.23809523809523808,0.4854368932038835,0.3125,1.0360321312991216,0.2298145307488495,0.4685538976432854,0.301631571607865,4.3513349514563116,2.1342261904761908,3.315302820157189
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Betway,4.0,2.05,3.2,0.25,0.48780487804878053,0.3125,1.0503048780487805,0.23802612481857766,0.46444121915820036,0.29753265602322204,4.201219512195122,2.1531249999999997,3.360975609756098
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Ladbrokes,3.6,2.0,3.0,0.2777777777777778,0.5,0.3333333333333333,1.1111111111111112,0.25,0.44999999999999996,0.3,4.0,2.2222222222222223,3.3333333333333335
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Marathon Bet,3.94,2.06,3.34,0.25380710659898476,0.4854368932038835,0.29940119760479045,1.0386451974076587,0.244363626031737,0.46737509056555526,0.28826128340270774,4.092262077786176,2.1396091066597767,3.46907495934158
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Sky Bet,3.8,2.05,3.25,0.2631578947368421,0.48780487804878053,0.3076923076923077,1.0586550804779304,0.24857755806361342,0.4607779125081615,0.29064452942822494,4.022889305816136,2.1702429149797573,3.440629011553274
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Betfred,4.0,2.05,3.3,0.25,0.48780487804878053,0.30303030303030304,1.0408351810790835,0.24019172732114327,0.468666785016865,0.2911414876619919,4.163340724316334,2.133712121212121,3.434756097560975
Championship,Nottingham Forest,Swansea City,1613588400,2021-02-17 19:00:00,Swansea City,Matchbook,4.15,2.06,3.26,0.24096385542168672,0.4854368932038835,0.3067484662576687,1.033149214883239,0.2332323849744387,0.4698613580795732,0.296906256945988,4.287569241765443,2.1282873826594724,3.368066440519359
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,888sport,4.1,1.96,3.2,0.24390243902439027,0.5102040816326531,0.3125,1.0666065206570434,0.2286714306548053,0.47834329881872534,0.2929852705264693,4.373086734693878,2.090548780487805,3.413140866102539
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Paddy Power,4.0,1.91,3.2,0.25,0.5235602094240838,0.3125,1.0860602094240837,0.23018981620970175,0.48207291352817117,0.2877372702621272,4.344240837696335,2.074375,3.4753926701570674
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Betclic,4.23,1.93,3.27,0.23640661938534277,0.5181347150259068,0.3058103975535168,1.0603517319647664,0.22295113240141162,0.48864419173988155,0.28840467585870677,4.485287826210962,2.046478842691999,3.4673501635247868
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,1xBet,3.94,2.0,3.54,0.25380710659898476,0.5,0.2824858757062147,1.0362929823051994,0.2449182913835808,0.4824890340256542,0.2725926745907651,4.082994350282486,2.072585964610399,3.668477157360406
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Bet Victor,4.0,1.93,3.4,0.25,0.5181347150259068,0.29411764705882354,1.0622523620847304,0.23534897066207586,0.48776988738254073,0.2768811419553834,4.249009448338922,2.050147058823529,3.611658031088083
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Betfair,4.4,2.0,3.35,0.22727272727272727,0.5,0.29850746268656714,1.0257801899592944,0.22156084656084654,0.48743386243386244,0.291005291005291,4.513432835820896,2.051560379918589,3.4363636363636365
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Betway,4.33,1.95,3.25,0.23094688221709006,0.5128205128205129,0.3076923076923077,1.0514597027299106,0.2196440639783735,0.4877224600135166,0.29263347600810996,4.552820512820513,2.0503464203233253,3.417244033872209
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Ladbrokes,3.8,1.87,3.1,0.2631578947368421,0.53475935828877,0.3225806451612903,1.1204978981869023,0.23485799943280805,0.4772515496495564,0.28789045091763565,4.2578920131102285,2.0953310696095073,3.4735434843793973
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Marathon Bet,3.98,1.98,3.54,0.25125628140703515,0.5050505050505051,0.2824858757062147,1.0387926621637549,0.24187336949770175,0.4861899043438652,0.27193672615843306,4.134394795411745,2.0568094710842346,3.6773260240596923
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Sky Bet,4.0,1.91,3.5,0.25,0.5235602094240838,0.2857142857142857,1.0592744951383695,0.23601059135039718,0.4942630185348632,0.26972639011473964,4.237097980553478,2.023214285714286,3.707460732984293
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Betfred,4.2,1.95,3.4,0.23809523809523808,0.5128205128205129,0.29411764705882354,1.0450333979745745,0.22783505154639172,0.4907216494845361,0.28144329896907216,4.389140271493213,2.03781512605042,3.553113553113553
Championship,Coventry City,Norwich City,1613588400,2021-02-17 19:00:00,Coventry City,Matchbook,4.5,1.95,3.36,0.2222222222222222,0.5128205128205129,0.2976190476190476,1.0326617826617828,0.21519361513449597,0.4966006503103754,0.28820573455512855,4.646978021978023,2.013690476190476,3.46974358974359
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,888sport,2.65,2.65,3.25,0.37735849056603776,0.37735849056603776,0.3076923076923077,1.0624092888243832,0.3551912568306011,0.3551912568306011,0.2896174863387978,2.815384615384615,2.815384615384615,3.4528301886792456
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Betclic,2.61,2.7,3.25,0.3831417624521073,0.37037037037037035,0.3076923076923077,1.0612044405147854,0.3610442510646177,0.34900944269579703,0.2899463062395853,2.7697435897435896,2.865251989389921,3.4489144316730522
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Paddy Power,2.6,2.62,3.2,0.3846153846153846,0.38167938931297707,0.3125,1.0787947739283616,0.3565232182343936,0.3538016669501616,0.28967511481544483,2.8048664122137406,2.8264423076923078,3.452143276570757
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,1xBet,2.61,2.73,3.44,0.3831417624521073,0.3663003663003663,0.29069767441860467,1.0401398031710782,0.36835602414600566,0.3521645505571702,0.27947942529682407,2.714764886276514,2.839581662657044,3.578080922908509
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Bet Victor,2.6,2.7,3.3,0.3846153846153846,0.37037037037037035,0.30303030303030304,1.058016058016058,0.36352509179926557,0.3500611995104039,0.2864137086903305,2.7508417508417513,2.856643356643357,3.491452991452991
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Betfair,2.46,2.8,3.15,0.4065040650406504,0.35714285714285715,0.31746031746031744,1.081107239643825,0.37600716204118173,0.3303491495076097,0.2936436884512086,2.6595238095238094,3.02710027100271,3.405487804878049
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Betway,2.6,2.75,3.3,0.3846153846153846,0.36363636363636365,0.30303030303030304,1.0512820512820513,0.3658536585365853,0.3458980044345898,0.28824833702882485,2.733333333333334,2.891025641025641,3.469230769230769
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Ladbrokes,2.5,2.55,3.1,0.4,0.3921568627450981,0.3225806451612903,1.1147375079063884,0.35882886972310485,0.3517930095324558,0.2893781207444394,2.786843769765971,2.84258064516129,3.455686274509804
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Marathon Bet,2.61,2.73,3.45,0.3831417624521073,0.3663003663003663,0.2898550724637681,1.0392972012162416,0.36865466586817913,0.35245006517067673,0.27889526896114425,2.7125656951743906,2.8372813593203396,3.585575344196033
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Sky Bet,2.6,2.62,3.4,0.3846153846153846,0.38167938931297707,0.29411764705882354,1.0604124209871852,0.3627035830618892,0.35993485342019543,0.2773615635179153,2.757072294566682,2.7782805429864252,3.60540223135643
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Betfred,2.7,2.7,3.4,0.37037037037037035,0.37037037037037035,0.29411764705882354,1.0348583877995643,0.3578947368421052,0.3578947368421052,0.28421052631578947,2.794117647058824,2.794117647058824,3.5185185185185186
Championship,Barnsley,Blackburn Rovers,1613591100,2021-02-17 19:45:00,Barnsley,Matchbook,2.68,2.79,3.34,0.3731343283582089,0.35842293906810035,0.29940119760479045,1.0309584650311,0.36192954518973075,0.3476599215442575,0.2904105332660116,2.762968686283348,2.876374117436769,3.443401273203873
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,888sport,1.71,4.8,3.7,0.5847953216374269,0.20833333333333334,0.27027027027027023,1.0633989252410305,0.5499303297724105,0.19591267998142128,0.2541569902461681,1.8184121621621625,5.104314841156946,3.9345760233918132
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Betclic,1.71,4.82,3.73,0.5847953216374269,0.20746887966804978,0.2680965147453083,1.0603607160507849,0.5515060231724189,0.19565877585577518,0.252835200971806,1.8132168244468423,5.110938651364783,3.9551454708694274
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Paddy Power,1.67,4.75,3.7,0.5988023952095809,0.21052631578947367,0.27027027027027023,1.0795989812693247,0.5546526123112367,0.19500418159152952,0.2503432060972338,1.8029302987197722,5.128095161029293,3.994516230696502
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,1xBet,1.76,4.62,4.0,0.5681818181818182,0.21645021645021645,0.25,1.0346320346320348,0.5491631799163179,0.20920502092050206,0.24163179916317987,1.8209523809523813,4.780000000000001,4.138528138528139
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Bet Victor,1.67,5.0,3.9,0.5988023952095809,0.2,0.25641025641025644,1.0552126516198372,0.5674708261793209,0.18953525594389314,0.24299391787678612,1.7622051282051279,5.276063258099186,4.115329341317365
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Betfair,1.75,5.1,3.9,0.5714285714285714,0.19607843137254904,0.25641025641025644,1.0239172592113768,0.5580808080808081,0.19149831649831653,0.2504208754208755,1.7918552036199096,5.221978021978021,3.993277310924369
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Betway,1.73,5.25,3.6,0.5780346820809249,0.19047619047619047,0.2777777777777778,1.0462886503348932,0.5524619634322796,0.1820493708072083,0.2654886657605121,1.810079365079365,5.493015414258189,3.7666391412056153
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Ladbrokes,1.67,4.4,3.5,0.5988023952095809,0.22727272727272727,0.2857142857142857,1.1117894081965938,0.5385933620116813,0.2044206623998881,0.2569859755884307,1.8566883116883113,4.891873396065012,3.8912629286880787
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Marathon Bet,1.74,4.7,4.0,0.5747126436781609,0.2127659574468085,0.25,1.0374786011249695,0.553951323000766,0.20507985149390062,0.24096882550533325,1.805212765957447,4.876149425287357,4.149914404499878
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Sky Bet,1.67,4.8,3.9,0.5988023952095809,0.20833333333333334,0.25641025641025644,1.0635459849531708,0.5630244518632139,0.19588559054407648,0.24108995759270954,1.776121794871795,5.105020727775219,4.147829341317365
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Betfred,1.73,5.0,3.75,0.5780346820809249,0.2,0.26666666666666666,1.0447013487475916,0.5533013648100332,0.1914422722242715,0.2552563629656953,1.8073333333333332,5.223506743737958,3.917630057803468
Championship,Bournemouth,Rotherham United,1613592900,2021-02-17 20:15:00,Bournemouth,Matchbook,1.72,5.1,3.86,0.5813953488372093,0.19607843137254904,0.2590673575129534,1.0365411377227118,0.560899444969969,0.18916608732320528,0.24993446770682562,1.7828507568830645,5.28635980238583,4.001048791609667
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,888sport,4.5,1.8,3.5,0.2222222222222222,0.5555555555555556,0.2857142857142857,1.0634920634920635,0.208955223880597,0.5223880597014926,0.26865671641791045,4.785714285714286,1.9142857142857141,3.7222222222222223
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Betclic,4.65,1.86,3.25,0.2150537634408602,0.5376344086021505,0.3076923076923077,1.0603804797353185,0.20280811232449295,0.5070202808112324,0.29017160686427457,4.930769230769232,1.9723076923076925,3.446236559139785
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Paddy Power,4.5,1.75,3.3,0.2222222222222222,0.5714285714285714,0.30303030303030304,1.0966810966810967,0.2026315789473684,0.5210526315789473,0.27631578947368424,4.935064935064935,1.9191919191919193,3.6190476190476186
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Betfred,4.6,1.85,3.5,0.2173913043478261,0.5405405405405405,0.2857142857142857,1.043646130602652,0.20829982306578743,0.5179346951906064,0.27376548174360626,4.800772200772199,1.9307453416149067,3.652761457109283
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,1xBet,4.58,1.9,3.44,0.2183406113537118,0.5263157894736842,0.29069767441860467,1.0353540752460006,0.21088496831563053,0.5083437657292567,0.28077126595511276,4.741921664626683,1.9671727429674015,3.561618018846242
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Sky Bet,4.2,1.85,3.5,0.23809523809523808,0.5405405405405405,0.2857142857142857,1.064350064350064,0.22370012091898434,0.5078597339782346,0.2684401451027812,4.4702702702702695,1.969047619047619,3.7252252252252243
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Bet Victor,4.5,1.87,3.3,0.2222222222222222,0.53475935828877,0.30303030303030304,1.0600118835412953,0.20964125560538116,0.5044843049327353,0.2858744394618834,4.770053475935829,1.9822222222222226,3.4980392156862745
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Betfair,1.01,1.85,3.25,0.9900990099009901,0.5405405405405405,0.3076923076923077,1.8383318581338381,0.5385855690419672,0.2940386079634523,0.1673758229945806,1.8567151767151764,3.400913937547601,5.974578538934973
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Betway,4.75,1.85,3.3,0.21052631578947367,0.5405405405405405,0.30303030303030304,1.0540971593603172,0.1997219268831275,0.5127995419972192,0.28747853111965327,5.006961506961507,1.9500797448165872,3.4785206258890464
Championship,Derby County,Watford,1613763900,2021-02-19 19:45:00,Watford,Marathon Bet,4.65,1.88,3.44,0.2150537634408602,0.5319148936170213,0.29069767441860467,1.0376663314764862,0.2072475100303795,0.5126068732134388,0.28014561675618166,4.825148441365662,1.950812703175794,3.5695721802791125
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,888sport,1.8,4.5,3.5,0.5555555555555556,0.2222222222222222,0.2857142857142857,1.0634920634920635,0.5223880597014926,0.208955223880597,0.26865671641791045,1.9142857142857141,4.785714285714286,3.7222222222222223
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Betclic,1.81,4.3,3.62,0.5524861878453039,0.23255813953488372,0.27624309392265195,1.0612874213028396,0.5205811138014528,0.2191283292978208,0.2602905569007264,1.9209302325581397,4.5635359116022105,3.8418604651162793
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Paddy Power,1.75,4.2,3.5,0.5714285714285714,0.23809523809523808,0.2857142857142857,1.0952380952380953,0.5217391304347825,0.21739130434782605,0.26086956521739124,1.9166666666666672,4.6000000000000005,3.8333333333333344
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Betfred,1.85,4.33,3.75,0.5405405405405405,0.23094688221709006,0.26666666666666666,1.038154089424297,0.5206746725240897,0.22245915569735938,0.256866171778551,1.92058506543495,4.495207207207207,3.893077835341114
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,1xBet,1.85,4.2,3.9,0.5405405405405405,0.23809523809523808,0.25641025641025644,1.0350460350460349,0.5222381635581061,0.23003347680535632,0.2477283596365376,1.914835164835165,4.347193347193347,4.036679536679536
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Sky Bet,1.85,4.0,3.75,0.5405405405405405,0.25,0.26666666666666666,1.0572072072072072,0.5112910097997443,0.23647209203238176,0.25223689816787387,1.9558333333333335,4.228828828828829,3.964527027027027
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Bet Victor,1.83,4.1,3.75,0.5464480874316939,0.24390243902439027,0.26666666666666666,1.0570171931227508,0.5169718061229637,0.23074595248903015,0.25228224138800626,1.934341463414634,4.333770491803278,3.9638144742103156
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Betfair,1.91,1.01,3.25,0.5235602094240838,0.9900990099009901,0.3076923076923077,1.8213515270173815,0.2874569799721519,0.5436067641057527,0.16893625592209546,3.4787814166031987,1.8395650422875551,5.919392462806489
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Marathon Bet,1.83,4.25,3.9,0.5464480874316939,0.23529411764705882,0.25641025641025644,1.0381524614890092,0.5263659315009764,0.2266469775639499,0.24698709093507362,1.899819004524887,4.412147961328289,4.0487945998071355
Championship,Brentford,Coventry City,1613824200,2021-02-20 12:30:00,Coventry City,Betway,1.83,4.2,3.75,0.5464480874316939,0.23809523809523808,0.26666666666666666,1.0512099921935987,0.5198277142432793,0.2264963612060003,0.25367592455072036,1.923714285714286,4.415081967213115,3.942037470725995
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,888sport,2.3,3.2,3.15,0.4347826086956522,0.3125,0.31746031746031744,1.0647429261559695,0.4083451488758356,0.2934980757545068,0.2981567753696577,2.44890873015873,3.4071773636991023,3.3539402173913047
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Betclic,2.38,2.98,3.28,0.42016806722689076,0.33557046979865773,0.3048780487804878,1.0606165858060363,0.3961545320428643,0.31639187458456947,0.28745359337256615,2.5242674742183664,3.1606374257019882,3.4788224014437996
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Paddy Power,2.25,2.9,3.2,0.4444444444444444,0.3448275862068966,0.3125,1.101772030651341,0.4033905672679852,0.3129754401217127,0.2836339926103021,2.4789870689655173,3.1951388888888888,3.5256704980842914
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Betfred,2.38,3.1,3.4,0.42016806722689076,0.3225806451612903,0.29411764705882354,1.0368663594470047,0.40522875816993464,0.31111111111111106,0.28366013071895424,2.467741935483871,3.214285714285715,3.525345622119816
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,1xBet,2.44,3.01,3.4,0.4098360655737705,0.33222591362126247,0.29411764705882354,1.0361796262538565,0.3955260798318029,0.3206257922889033,0.2838481278792938,2.52827828805941,3.118900675024108,3.5230107292631123
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Sky Bet,2.25,3.1,3.4,0.4444444444444444,0.3225806451612903,0.29411764705882354,1.0611427366645583,0.41883568448241604,0.3039936419630439,0.27717067355454006,2.3875711574952563,3.2895424836601306,3.607885304659498
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Bet Victor,2.38,3.0,3.25,0.42016806722689076,0.3333333333333333,0.3076923076923077,1.0611937082525318,0.39593908629441626,0.3141116751269035,0.2899492385786802,2.5256410256410255,3.1835811247575956,3.448879551820728
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Betfair,2.36,1.01,3.05,0.42372881355932207,0.9900990099009901,0.3278688524590164,1.7416966759193286,0.24328507909430505,0.568468105606495,0.18824681529919998,4.110404155169616,1.7591136426785219,5.3121748615539515
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Marathon Bet,2.42,3.02,3.4,0.4132231404958678,0.33112582781456956,0.29411764705882354,1.038466615369261,0.3979166343724326,0.3188603493977771,0.28322301622979024,2.5130892091936112,3.136169178415168,3.530786492255487
Championship,Barnsley,Bristol City,1613833200,2021-02-20 15:00:00,Bristol City,Betway,2.3,3.1,3.4,0.4347826086956522,0.3225806451612903,0.29411764705882354,1.0514809009157662,0.41349548842683403,0.3067869752844252,0.27971753628874063,2.418406072106262,3.259590792838875,3.575035063113605
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,888sport,2.2,3.3,3.3,0.45454545454545453,0.30303030303030304,0.30303030303030304,1.0606060606060606,0.4285714285714286,0.28571428571428575,0.28571428571428575,2.333333333333333,3.4999999999999996,3.4999999999999996
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Betclic,2.15,3.37,3.37,0.46511627906976744,0.29673590504451036,0.29673590504451036,1.0585880891587882,0.439374185136897,0.28031290743155146,0.28031290743155146,2.2759643916913945,3.5674418604651166,3.5674418604651166
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Paddy Power,2.1,3.2,3.3,0.47619047619047616,0.3125,0.30303030303030304,1.0917207792207793,0.4361833952912019,0.2862453531598513,0.27757125154894674,2.2926136363636367,3.493506493506494,3.602678571428571
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Betfred,2.2,3.4,3.4,0.45454545454545453,0.29411764705882354,0.29411764705882354,1.0427807486631016,0.4358974358974359,0.28205128205128205,0.28205128205128205,2.2941176470588234,3.5454545454545454,3.5454545454545454
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,1xBet,2.23,3.38,3.42,0.4484304932735426,0.2958579881656805,0.29239766081871343,1.0366861422579365,0.43256148123755783,0.2853881962011106,0.28205032256133156,2.3118100972351985,3.5039991608318255,3.545466606522143
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Sky Bet,2.1,3.4,3.4,0.47619047619047616,0.29411764705882354,0.29411764705882354,1.0644257703081232,0.4473684210526316,0.27631578947368424,0.27631578947368424,2.235294117647059,3.6190476190476186,3.6190476190476186
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Bet Victor,2.15,3.4,3.3,0.46511627906976744,0.29411764705882354,0.30303030303030304,1.062264229158894,0.43785365853658537,0.27687804878048783,0.28526829268292686,2.283868092691622,3.6116983791402393,3.50547195622435
Championship,Cardiff City,Preston North End,1613833200,2021-02-20 15:00:00,Cardiff City,Betfair,1.01,1.01,3.1,0.9900990099009901,0.9900990099009901,0.3225806451612903,2.3027786649632707,0.42995839112343964,0.42995839112343964,0.14008321775312066,2.3258064516129036,2.3258064516129036,7.138613861386139
